Price,Close,High,Low,Open,Volume
Ticker,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS
Date,,,,,
2018-03-05,44.981544494628906,45.458689865369344,43.7814600163216,44.215226128359966,9187710
2018-03-06,43.9549446105957,45.67555296664588,43.70914436240892,45.530963222677215,10445304
2018-03-07,42.89945983886719,43.83928510800623,42.55244570074429,43.81036781472467,7936389
2018-03-08,42.58135986328125,43.60794024615893,41.93071088416809,43.60794024615893,9916260
2018-03-09,42.92837142944336,43.766986060693405,42.610274626858754,43.015123297763715,9234141
2018-03-12,43.41997528076172,43.62239963165521,42.69703306149747,43.30430280480605,14156727
2018-03-13,43.824825286865234,44.012790997530004,43.26092815487094,43.37660063426925,12466362
2018-03-14,43.70915603637695,43.88266311360585,43.14526217209833,43.434438427898336,6788655
2018-03-15,43.752540588378906,44.620072770253586,43.37660909373384,43.680244033640925,9095664
2018-03-16,43.145263671875,44.35980663595166,42.9717565886148,43.81037139989545,10796703
2018-03-19,42.95729446411133,43.28984995589289,42.364480023189294,43.174177473290406,6301965
2018-03-20,43.23200607299805,43.41997176283943,42.56689849091325,42.653650358822375,6695130
2018-03-21,42.89945983886719,43.954954281132466,42.79824600300964,43.3766017967571,7860561
2018-03-22,41.46803665161133,43.13080773069468,41.20777766507484,43.02959388020281,19364409
2018-03-23,40.470375061035156,40.8173859263209,39.92093650272178,40.74509268550563,24617190
2018-03-26,41.33790588378906,41.93071705851156,40.39807723598694,40.47037378389315,14150625
2018-03-27,41.3668212890625,41.78612536277244,41.2077728621829,41.65599753935727,8877729
2018-03-28,40.904144287109375,42.162063321411274,40.687261238523156,41.1933205821001,23399328
2018-04-02,41.858421325683594,42.031928397198165,41.09209980539932,41.29452417060429,7534800
2018-04-03,42.436771392822266,42.61027845442028,41.56923939420413,41.90179487138133,9860166
2018-04-04,41.56924819946289,43.01513627322054,41.35236515386788,42.595828831112,11741064
2018-04-05,41.94517135620117,42.27772683771328,41.5403226436525,41.93071270999386,10456299
2018-04-06,41.87287139892578,42.335554621980684,41.51139868306413,41.94516461834953,5684175
2018-04-09,41.815040588378906,42.08975815629595,41.5692370014633,41.93070974987166,7065069
2018-04-10,42.07530975341797,42.49461718464388,41.82950941603943,41.93071995698307,6792945
2018-04-11,41.901798248291016,42.306646988189584,41.78612576144619,42.21989179571292,5636949
2018-04-12,42.59581756591797,43.130797368566505,42.190968879960096,42.36447593242372,13782747
2018-04-13,41.2077751159668,42.71149765661286,41.09210262389909,42.53799057319748,14176671
2018-04-16,40.21010971069336,41.41019727299538,40.10889918126586,41.38127997887324,17572878
2018-04-17,40.18118667602539,40.7306251139663,39.86309317675454,40.48482153030082,10461405
2018-04-18,40.1088981628418,40.62941606256802,39.99322567991814,40.45590899286858,13714419
2018-04-19,39.371490478515625,39.93538757806201,39.111231551560294,39.9064702872194,15710562
2018-04-20,38.258155822753906,38.850970175777036,37.73763800165217,38.73530101969736,24909216
2018-04-23,39.68959426879883,40.166736270265105,38.30154420828378,38.30154420828378,26176191
2018-04-24,39.27029037475586,40.06552932130643,39.125700572826844,39.93539816863304,9272688
2018-04-25,38.40275192260742,39.270283974035856,38.11357567525532,39.270283974035856,8935848
2018-04-26,37.89670181274414,38.59072695958827,37.766570649860206,38.4316784959241,15748587
2018-04-27,38.5184211730957,38.95218716239015,37.88222752546719,37.9689827089492,13382757
2018-04-30,37.9400749206543,38.446134265129544,37.82440241682907,38.04128546580027,13847460
2018-05-02,37.6798095703125,38.243703416932014,37.53521979225441,38.171410182589035,9106338
2018-05-03,37.274959564208984,37.72318422054762,36.696603781132154,37.59305309380943,14574378
2018-05-04,37.47738265991211,38.258159465914744,37.30387559989866,37.4918413057989,7078263
2018-05-07,37.96898651123047,38.15695223333086,37.115913092898325,37.5641377727638,7313223
2018-05-08,38.142494201660156,38.41721181099099,37.940069829160535,38.142494201660156,8788539
2018-05-09,38.272621154785156,38.388293640448325,38.02682084579462,38.11357603738504,6669102
2018-05-10,37.535221099853516,38.40275317967967,37.405089964130696,38.28708069132914,6999927
2018-05-11,36.97132110595703,37.76655988830206,36.87011058206613,37.59305282368853,7212126
2018-05-14,36.36404800415039,37.15928678583181,35.97366124581071,37.15928678583181,9882675
2018-05-15,34.75912094116211,36.97132728387171,34.498861955438485,35.886912085546165,37511736
2018-05-16,35.178428649902344,35.655570679063025,32.503538909344364,34.556696823364376,28314477
2018-05-17,36.262840270996094,36.653230368750734,34.28197579685368,35.22180111344115,22246566
2018-05-18,35.12059783935547,36.58094138180754,34.9904666767555,36.06042335015355,11526891
2018-05-21,33.920501708984375,35.13504789835539,33.76145328455843,34.7012818749189,9176997
2018-05-22,33.8626708984375,34.54223730303126,33.197563142279414,33.54457401410787,16655865
2018-05-23,33.77591323852539,34.325348403976086,33.57348888562989,33.79037188449136,8386623
2018-05-24,33.55903244018555,34.03617440709339,33.29877017698841,33.87712598166672,7425024
2018-05-25,34.253055572509766,34.469938573893586,33.414440859242724,33.66024115289479,8685510
2018-05-28,35.74231719970703,36.262835048839385,34.33980544111257,34.412098667555455,21852888
2018-05-29,35.5109748840332,36.01703407816243,35.27962994511341,35.71339591418752,13140726
2018-05-30,34.542236328125,34.75911935791125,33.74700075849033,34.2386014101732,25204605
2018-05-31,33.081886291503906,34.67236388508379,32.92284117964357,34.67236388508379,27125460
2018-06-01,32.214351654052734,33.45781501143446,31.86734085598765,32.966214450375375,20689938
2018-06-04,32.41677474975586,33.0818823389125,31.809501739820227,32.387857460145355,24504603
2018-06-05,32.67704772949219,33.06743792599734,32.098695069621606,32.43124735264123,17626572
2018-06-06,33.602420806884766,33.804845247908816,32.604757254025294,32.67705051532911,19982229
2018-06-07,35.19288635253906,35.35193479444079,33.61687051005105,34.61453379732414,32471313
2018-06-08,34.28197479248047,34.88924789237701,34.12292636668972,34.55669239384837,10464249
2018-06-11,34.397647857666016,35.04829690937945,34.20968213481028,34.20968213481028,6191661
2018-06-12,35.10612869262695,35.236256506947115,34.26751398507592,34.35426586128936,10322559
2018-06-13,34.46994400024414,35.3519347907589,34.26751961312826,35.27963823933519,8779887
2018-06-14,33.58795166015625,34.39764917126457,33.38552728237917,34.33981127091945,11821971
2018-06-15,33.79037094116211,34.44101991958228,33.37106360111098,33.68915711285399,21030120
2018-06-18,33.052974700927734,33.949424178107606,32.792715709064645,33.81929633686237,9619353
2018-06-19,32.80717086791992,33.3132334581543,32.604746493700624,32.95176065218293,10429416
2018-06-20,32.315574645996094,33.0240583977937,32.12760889360637,32.73488209916407,10259367
2018-06-21,31.621540069580078,32.50353066005271,31.245608677432866,32.50353066005271,16149600
2018-06-22,31.72275733947754,31.896264427361018,30.999815000897566,31.607088153803517,17661147
2018-06-25,31.636003494262695,32.098686827097346,31.043189026217938,31.65046214157801,18864450
2018-06-26,30.652799606323242,31.57816960178336,30.43591658243564,31.49141440660493,19411377
2018-06-27,30.19011878967285,30.652802171435393,29.438259121651868,30.652802171435393,26922588
2018-06-28,30.002147674560547,30.50820691226496,29.293664079899965,29.85755790262843,24051936
2018-06-29,31.419118881225586,31.6070845961612,30.190114065539223,30.26240729844828,19270500
2018-07-02,30.537128448486328,31.476953721370712,30.01660723922764,31.476953721370712,18396411
2018-07-03,31.07210350036621,31.18777597776115,30.161195564697312,30.363619918109503,18868143
2018-07-04,30.1756591796875,31.014274023435657,30.03106938647739,30.898601526993072,13058145
2018-07-05,29.568382263183594,30.551586775238846,29.496089030448672,30.16119669972614,10440048
2018-07-06,32.04085159301758,32.46015566609559,29.582841886413814,29.64067647451117,53028897
2018-07-09,31.158859252929688,32.56137125530194,30.956438183705757,32.301112285498824,22921557
2018-07-10,32.61920166015625,32.720415491150774,31.173317209316213,31.3757382525614,26831130
2018-07-11,31.317909240722656,32.73487996114369,31.144405458500604,32.67704205769716,23040108
2018-07-12,30.652799606323242,32.0263909878206,30.392540639532584,31.520331701873637,17688438
2018-07-13,30.01660919189453,31.433579826120422,29.71297428210371,31.057648368762408,21314028
2018-07-16,29.2069034576416,30.392532086223294,29.062317021988747,30.11781454911149,15895158
2018-07-17,30.088905334472656,30.20457451402759,29.149076703727474,29.55392545091428,24264597
2018-07-18,28.78760528564453,30.378079563909758,28.628556865006395,30.13227926439921,24044445
2018-07-19,28.31046485900879,29.264752236452836,27.963453974879457,28.888820745054495,19658436
2018-07-20,29.973234176635742,30.132282614959276,28.267087227453523,28.455052961949985,27581040
2018-07-23,29.727436065673828,30.190119457673923,28.961114422479962,29.843108568360183,16157148
2018-07-24,30.913063049316406,31.101028805152687,29.626226676663943,29.74189587448763,22493088
2018-07-25,29.2069034576416,30.797380724794046,29.076775665554035,30.797380724794046,31127565
2018-07-26,28.975570678710938,29.640675028119443,28.845439552469788,29.308122853415192,32172804
2018-07-27,29.64067268371582,29.828638380365156,29.033402967613963,29.177989419365954,17262075
2018-07-30,31.173315048217773,31.46249125646418,29.684051453411154,29.785261968017302,42168243
2018-07-31,33.645782470703125,34.60006635202047,30.999810518530527,31.346821334749574,77121654
2018-08-01,33.8626708984375,35.25072100449635,33.68916380783702,34.325354267123785,80280801
2018-08-02,33.79037094116211,34.36872338239881,32.966214906622184,33.83374687784909,22892568
2018-08-03,34.55668640136719,34.86032455334759,33.71807178636849,33.83374425125902,28213677
2018-08-06,34.55668640136719,34.87478319778746,34.12292044942797,34.73019344401719,29598678
2018-08-07,33.68915939331055,34.52777413017956,33.55903157444112,34.354267062314925,13025202
2018-08-08,34.976009368896484,35.22180974379959,33.284320737028764,33.718086883180845,40606014
2018-08-09,35.04829406738281,35.597729234834155,34.45547965250368,35.27963240368069,38338101
2018-08-10,35.03382873535156,35.97365718283858,34.643442021103326,35.12058391247355,43808427
2018-08-13,33.93495559692383,34.903701345077955,33.68915532602934,34.889242700282495,14906724
2018-08-14,34.00725555419922,34.18076261858548,32.76379212036502,33.732534656682645,28673466
2018-08-16,33.212013244628906,34.209676276834514,33.052964843390285,33.83374489549656,14290698
2018-08-17,33.99280548095703,34.23860583859025,33.28431839847987,33.457825506624744,11741781
2018-08-20,34.07984924316406,34.384520884760285,33.78968229617811,34.00730584608165,9578118
2018-08-21,34.41352844238281,34.96483952870872,34.10885687579965,34.23942898119057,14753664
2018-08-23,33.7171516418457,34.47157860935173,33.659116243827725,34.41354653200652,13224216
2018-08-24,34.0943489074707,34.22492434641638,33.426973661614795,33.65910187188026,10920258
2018-08-27,33.87672424316406,34.50057874915304,33.746152129308776,34.23943120077123,15681402
2018-08-28,33.39795684814453,34.07984680021118,33.36894081966027,34.00730340832891,8750094
2018-08-29,33.31090545654297,33.818692545962314,33.223854059058525,33.4269728796318,8680368
2018-08-30,33.13680648803711,33.572053520088986,33.02074238384798,33.368938017086684,12692523
2018-08-31,32.93368911743164,34.06533067245914,32.80311700762336,33.13680460891567,29239140
2018-09-03,32.6290283203125,33.51403063963466,32.498452846694384,33.151323573440514,23274777
2018-09-04,31.671480178833008,32.9046814532628,31.192709013216916,32.9046814532628,20666517
2018-09-05,27.40606117248535,31.744024456002744,25.96974431528078,31.744024456002744,435838635
2018-09-06,26.47753143310547,27.522125139996913,25.998760285976182,27.478599433680476,144894588
2018-09-07,26.65163230895996,27.20294522142511,26.14384344471469,26.404991054705967,64860561
2018-09-10,26.390480041503906,27.01433462382126,26.303430294614255,26.651629282172852,32605425
2018-09-11,25.67957878112793,26.666138759205367,25.578021014242317,26.521055286319683,47399022
2018-09-12,25.432931900024414,25.708589109094373,24.73653736185117,25.679573085087707,56999529
2018-09-14,25.76662826538086,25.969742136708213,25.56351273371761,25.56351273371761,22618239
2018-09-17,25.27334976196289,25.766630621149442,25.186300003243378,25.75212094441615,22569123
2018-09-18,24.37383460998535,25.403918512131636,24.286784868596833,25.273344730216717,33779469
2018-09-19,23.967607498168945,24.63498619040011,23.88055774258749,24.591462142777377,23632947
2018-09-21,23.256698608398438,24.27227612690364,21.617268226052232,24.17071837505312,37031124
2018-09-24,22.545795440673828,23.47432153679304,22.40071365323911,23.387273460533585,21786213
2018-09-25,22.11054801940918,22.748910529150095,21.54472723224561,22.371697224486244,26192304
2018-09-26,24.431865692138672,25.04121219728323,22.70538558789807,22.835961024954514,142002327
2018-09-27,23.808015823364258,24.939657577463414,23.648424340408614,24.664000316147234,45255255
2018-09-28,23.30022621154785,24.170720349764263,22.879487156698477,23.967604829468993,22137960
2018-10-01,23.99662208557129,24.330313071938146,22.661864781447413,23.37276913884828,29322090
2018-10-03,24.19974136352539,24.591464470553625,23.546870625369102,24.011133818635045,30933705
2018-10-04,23.86604881286621,24.228754176842052,23.358259975031295,23.837032782228768,24482433
2018-10-05,23.387277603149414,24.156214035326602,23.09711231654703,23.793507011989643,20945433
2018-10-08,22.386207580566406,23.140635985165765,21.82038669220086,22.923012438845486,29928747
2018-10-09,22.02350425720215,22.85047447371877,21.70432291576907,22.38620964778408,28296093
2018-10-10,23.6339168548584,23.735474620739897,22.241125823009234,22.34268358889073,26090592
2018-10-11,24.634984970092773,25.099248096415018,22.54579924130677,22.777930804467893,42896796
2018-10-12,24.823589324951172,25.360394118991582,24.60596580467359,24.95416310505058,23021736
2018-10-15,25.316869735717773,25.563510955775477,24.460885283721932,25.084738190057635,17167395
2018-10-16,25.53449058532715,25.679574031377882,25.171785290871533,25.403916812149976,13062003
2018-10-17,24.80908203125,25.89719966419956,24.620474532115878,25.708592165065436,11772090
2018-10-19,24.112688064575195,25.012198222798126,23.851538829379777,24.634983214294454,22909692
2018-10-22,24.576948165893555,24.954161468140764,24.011125722019358,24.344814987200362,18668121
2018-10-23,25.25884246826172,25.38941627990889,24.40285619364477,24.475397938042576,21949755
2018-10-24,24.576948165893555,25.650556023213582,24.373832672246753,25.53449026403478,20489004
2018-10-25,24.185226440429688,24.722031226990282,23.793503445254014,24.315800218709686,27339909
2018-10-26,25.607036590576172,26.404989035953076,23.66293269934033,24.141705494835183,72418194
2018-10-29,25.07023048400879,26.40498771812131,24.968672723992768,25.82465884684104,39264528
2018-10-30,26.071298599243164,26.404986228612124,25.070229069793456,25.070229069793456,53536695
2018-10-31,26.999826431274414,27.10138419191971,25.824659006856443,25.824659006856443,34635969
2018-11-01,28.291059494018555,28.581223099887183,27.043350343641716,27.086876046757077,58131714
2018-11-02,27.565645217895508,28.69728851418354,27.43507143841419,28.523189034651324,20519661
2018-11-05,27.594667434692383,28.058930575878218,26.999828832254067,27.58015775873636,12621051
2018-11-06,27.63819122314453,28.073438329020824,27.478599732144055,27.783273038324648,12935340
2018-11-07,27.69622039794922,27.841303858341362,27.609170653781085,27.841303858341362,1471155
2018-11-09,28.6247501373291,28.798849647332855,27.652699797538748,27.710731860649346,26676957
2018-11-12,27.580154418945312,28.813353861013123,27.420564606114034,28.639257694654376,13179546
2018-11-13,27.449583053588867,27.652698586250725,26.898270176507783,27.565648835061943,11296545
2018-11-14,27.797779083251953,28.421635327208946,27.33351597931798,27.69622132172442,16517217
2018-11-15,28.058929443359375,28.276552989548474,27.289993024180283,27.768764161661945,8838150
2018-11-16,26.941795349121094,28.160485200303878,26.579088336401398,28.14597718544883,17977203
2018-11-19,27.246463775634766,27.420563254080662,26.81121673985571,26.9853162183016,10805367
2018-11-20,26.9563045501709,27.85581650919337,26.78220669319007,27.26097787530741,21194664
2018-11-21,27.348024368286133,27.60917195274127,26.7822034950761,27.115892813140267,10910604
2018-11-22,27.202943801879883,27.493107428875984,27.043352312729695,27.362533630694145,10296039
2018-11-26,27.826793670654297,27.89933539951204,27.014333280857677,27.507614048486,20503503
2018-11-27,27.02884292602539,27.710729573305404,26.86925310530839,27.565647767168507,13761777
2018-11-28,25.737611770629883,27.27548468428619,25.60703796859038,27.173926913736363,29465751
2018-11-29,24.60597038269043,25.882695715280445,24.22875532518156,25.82466199091908,80182452
2018-11-30,24.15620994567871,24.78006279876842,24.011126496772196,24.591456971726974,35208714
2018-12-03,24.722030639648438,25.084735939661496,23.90956864238958,24.417357390676365,30724905
2018-12-04,24.344816207885742,25.0702284843782,24.22875044288723,24.66399747671557,14637795
2018-12-05,23.99662208557129,24.34481942660327,23.503342934193284,24.098179850914267,16503828
2018-12-06,23.735475540161133,24.373838190333714,23.648425785985605,23.66293380162553,21612813
2018-12-07,23.24219512939453,23.95309781991062,23.21317743932393,23.880556085237927,21818304
2018-12-10,22.53129005432129,23.300226439926856,22.284650488832064,22.66186384426642,60029283
2018-12-11,22.85047149658203,23.155144781936958,21.7623538062686,22.19760088239397,49626948
2018-12-12,23.271207809448242,23.764486885279037,22.995550585639077,23.039074623976276,24321090
2018-12-13,24.489904403686523,24.707527962759766,23.401786608320307,23.532360411697056,51720444
2018-12-14,23.90957260131836,24.634984981793334,23.57588327157377,24.634984981793334,29710962
2018-12-17,24.301298141479492,24.518921711881806,24.01113282749772,24.025642504482473,24032520
2018-12-18,24.47539520263672,24.547936938927155,24.040148105565926,24.17072190261998,26882103
2018-12-19,25.142770767211914,25.331378262139314,24.489900202003867,24.5624402690254,35638596
2018-12-20,26.201873779296875,26.390479624183506,24.780065143366347,24.910640591803904,62658462
2018-12-21,25.650556564331055,27.507612071039027,25.534490802703758,26.448510543396285,113350500
2018-12-24,25.519989013671875,25.92622010860391,25.30236545000629,25.650562819804023,33134253
2018-12-26,25.737611770629883,25.969743343219214,24.736543741212397,25.461956150806042,37833786
2018-12-27,24.997684478759766,26.259901425878017,24.852602700827465,26.187359706744108,74696946
2018-12-28,25.505475997924805,25.607033751750603,25.128262669668757,25.24432843685029,22391712
2018-12-31,25.519989013671875,26.02777788233692,25.041217837741996,25.070233870141134,31537269
2019-01-01,25.374906539916992,25.752119932430062,25.27334876879117,25.650562161304236,10478028
2019-01-02,26.027772903442383,26.187362711445473,25.171786828722556,25.316868623301342,30694161
2019-01-03,25.76662826538086,26.361465184963894,25.6360544694076,26.143841638229826,39807891
2019-01-04,26.65163230895996,26.738680405399712,25.679580289025303,25.79564607794765,34527270
2019-01-07,26.521055221557617,27.04335206993166,26.41949911525591,26.840236536656427,24057507
2019-01-08,26.361465454101562,26.651630739488066,26.129333889926727,26.550072972619585,14104692
2019-01-09,26.796707153320312,26.941790596951773,26.172852662577537,26.43400186491282,18285609
2019-01-10,26.81121826171875,26.98531775004691,26.550070689562283,26.666136461669133,17549421
2019-01-11,26.70966339111328,26.956302975962092,26.62261363753842,26.869254882723183,22185702
2019-01-14,26.579084396362305,26.854741618752875,26.027771611916794,26.66613413292436,15934200
2019-01-15,26.1728572845459,26.73867816568952,26.042283490487506,26.695154121115348,22043667
2019-01-16,25.795644760131836,26.477531442757243,25.65056128613874,26.259907892103524,17562354
2019-01-17,25.3023624420166,25.940725040924114,25.157280636932466,25.882692983024793,23812968
2019-01-18,25.055723190307617,25.60703604896218,24.968673442028297,25.505478286025614,11667606
2019-01-21,25.099246978759766,25.418429939313157,24.86711542593533,25.215312755171983,9151740
2019-01-22,24.7075252532959,25.360395858920867,24.475393703785127,25.229822069863033,19554852
2019-01-23,24.344816207885742,24.88162099362974,24.25776812938861,24.780063241714082,11639016
2019-01-24,24.025644302368164,24.460891475743182,23.90957683982104,24.359333691266595,13418628
2019-01-25,23.314735412597656,24.373837110762004,23.227685662277757,24.141705550132865,17708478
2019-01-28,23.126127243041992,23.532358292824266,22.9375213930738,23.314734753346023,13648203
2019-01-29,23.749977111816406,23.909566900890724,23.09710662314459,23.198664365404795,26089251
2019-01-30,24.37383460998535,24.562440445935476,23.793504107619032,23.89506352285207,23315919
2019-01-31,24.272279739379883,25.53449532832836,24.18522998764718,25.41843120646598,87060927
2019-02-01,24.54793357849121,25.012196642389533,24.1562105806172,24.417358138976084,29213256
2019-02-04,24.025644302368164,24.51892354668054,23.69195325313353,24.51892354668054,11287905
2019-02-05,23.1551456451416,24.141705610448195,22.99555415910042,23.677442488030007,15855786
2019-02-06,23.764493942260742,23.851543705120626,22.719901768950542,23.213180991262995,18884961
2019-02-07,23.691946029663086,24.08366903040211,23.372766416150313,23.793503783175584,16189332
2019-02-08,23.298782348632812,23.83756681438782,23.15316551096834,23.63370224178227,10374135
2019-02-11,22.35226821899414,23.269658774431555,22.10471910077114,23.255097257648885,24270603
2019-02-12,22.628942489624023,23.284220756696875,22.17752879450168,22.381393366452183,26343552
2019-02-14,21.69698715209961,22.26489623174955,21.114518224013395,21.871728663754755,53580390
2019-02-15,21.87173080444336,22.20665067918043,21.59505699498645,21.842607771803284,30063423
2019-02-18,21.92997932434082,22.221212994125924,21.798924006291646,22.002786908557706,12307260
2019-02-19,22.133840560913086,22.425075875239905,21.886291460287552,21.988223736979005,17095686
2019-02-20,22.570695877075195,22.934740487855013,22.22121445055204,22.658066650320706,37576563
2019-02-21,22.556129455566406,22.701747934804377,22.14840204649226,22.48332188240595,14611077
2019-02-22,22.87649154663086,23.080356117991734,22.716313192823776,22.94930079824797,31188135
2019-02-25,23.560890197753906,23.677385653831344,22.454200029604415,22.876488975436004,66028140
2019-02-26,23.211408615112305,23.45895937392356,22.541568914358884,23.15316255406867,45772245
2019-02-27,23.488082885742188,24.099674871525565,23.211409090739764,23.29877985055414,42834909
2019-02-28,24.02686882019043,24.230733383889575,23.313342847243423,23.59001665982333,71638554
2019-03-01,24.75495147705078,24.842322231241393,24.17248255987759,24.17248255987759,34016796
2019-03-05,26.25481414794922,26.546049476752525,24.79864083685018,24.987943883895266,59932653
2019-03-06,26.822721481323242,27.346942704796206,26.22568934748324,26.458676928239807,51195621
2019-03-07,26.021825790405273,27.012023879624767,25.890770479537444,27.012023879624767,34017735
2019-03-08,25.39566993713379,25.919892833345713,25.279176145359877,25.628657520681614,36310506
2019-03-11,26.691665649414062,26.79359792865751,25.424795416615094,25.555850728082753,42558603
2019-03-12,26.560617446899414,27.28870511258841,26.415000580345275,26.85185284646684,45229077
2019-03-13,27.259578704833984,27.47800481090971,25.61410048370185,26.58973720193735,63010848
2019-03-14,27.143077850341797,27.579929975971403,26.546047389662014,27.52168391466538,45891693
2019-03-15,27.65273666381836,27.79835347008634,26.895526271599632,27.09939080024988,63556005
2019-03-18,27.47800064086914,28.002221882728307,27.20132683748019,27.84204354026216,35936859
2019-03-19,28.162405014038086,28.249774119728826,27.2158913709252,27.50712672260429,48370725
2019-03-20,27.230449676513672,28.439073827050645,27.0993943669776,28.147840176183525,54651846
2019-03-22,26.51692771911621,27.492562701289096,26.371309214481805,27.376068897456864,41619885
2019-03-25,26.735353469848633,27.11395791087727,26.21113052603615,26.356747362361197,30160203
2019-03-26,26.910093307495117,27.157642428884966,26.706228737012136,26.86640875658825,20409297
2019-03-27,27.027475357055664,27.64373598732532,26.866072603980005,27.26223979218628,27294354
2019-03-28,27.130186080932617,27.35027953936822,26.89541994915862,27.262241820158014,49917378
2019-04-01,28.142616271972656,28.626822898673094,27.247571424414577,27.526355582326463,65733300
2019-04-02,29.595233917236328,29.874021444091536,28.18663704218205,28.289345761705654,106871754
2019-04-03,28.538782119750977,29.991400250502043,28.392055390232382,29.947382231646465,61986711
2019-04-04,28.568132400512695,29.05233735136347,28.20130883975435,28.553459726751143,37349862
2019-04-05,28.406726837158203,28.861586395753378,28.259996755612868,28.802895706479013,20317581
2019-04-08,27.878503799438477,28.597476537581553,27.717102715713185,28.43607377467646,20624223
2019-04-09,28.113271713256836,28.2746728072312,27.350280907241856,27.922523591958115,27228855
2019-04-10,28.039907455444336,28.40672933317989,27.849159340182712,28.039907455444336,21749289
2019-04-11,27.37962532043457,28.02523131387125,27.262240580704535,27.99588596852862,53425362
2019-04-12,27.570371627807617,27.643736670033853,26.99812900014626,27.452988567753486,41529546
2019-04-15,27.878503799438477,28.09859725490557,27.599719651409387,27.775793408275177,20654934
2019-04-16,27.62906837463379,28.069255339369516,27.5557033207845,27.89317988180322,13209351
2019-04-18,27.144855499267578,27.74644510908277,27.04214511903522,27.62906205727145,16277727
2019-04-22,26.235139846801758,26.968785275613207,26.000373712585258,26.968785275613207,22971246
2019-04-23,25.941680908203125,26.367196828269314,25.794952496551893,26.205794064191124,24354744
2019-04-24,25.941680908203125,26.17644871769684,25.677569431394947,25.971027933877224,20413533
